"url","comment_user","comment_user_url","comment_date","comment","likes_number","replies_number","replies","hashtag_comment","tagged_users_in_comment","post_url","post_user","comment_id","post_id"
"https://www.instagram.com/thassoshru","guj***sah***","https://www.instagram.com/gujralsahib","2025-03-03T13:10:14.000Z","Ship it",1,1,"[{""likes_number"":0,""reply"":""@gujralsahib 😭😭😭done h"",""reply_date"":""2025-03-06T13:56:26.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DGst12lpdzz/","tha***shr***","18089790634561753","3579437416691653875"
"https://www.instagram.com/thassoshru","poo***hoo***","https://www.instagram.com/poojadhoot15","2025-01-10T10:32:12.000Z","Not wearing socks is so gross!!!!",1,1,"[{""likes_number"":0,""reply"":""@poojadhoot15 ISTG"",""reply_date"":""2025-01-11T09:53:44.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DEmtUDBSlhK/","tha***shr***","17887185825086559","3541717446698883146"
"https://www.instagram.com/thassoshru","sab***ler***","https://www.instagram.com/saby_kler","2025-01-09T14:43:07.000Z","Sunscreen???? Which one?",1,1,"[{""likes_number"":0,""reply"":""@saby_kler moody!"",""reply_date"":""2025-01-09T14:44:25.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DEmtUDBSlhK/","tha***shr***","18031433507218743","3541717446698883146"
"https://www.instagram.com/thassoshru","eun***thr***s","https://www.instagram.com/eunoiathrifts","2024-11-14T18:58:47.000Z","love this 💋✨🩷",1,1,"[{""likes_number"":0,""reply"":""@eunoiathrifts hehe 🥹🥹"",""reply_date"":""2024-11-15T13:12:28.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/p/DCWwpfEyKQK/","tha***shr***","18047583584046134","3501199717424473098"
"https://www.instagram.com/krishangi_borah","aka***arn***","https://www.instagram.com/akarsharneja","2024-01-31T06:09:22.000Z","Happiest birthday @rashisharrma_ 💘💘💘💘💘",1,1,"[{""likes_number"":0,""reply"":""@akarsharneja thank youu 🤍"",""reply_date"":""2024-01-31T06:11:19.000Z"",""reply_user"":""ras***har***_""}]",,"[""@ra***sha***a_""]","https://www.instagram.com/krishangi_borah/p/C2v6zfTC3BQ/","kri***ngi***rah***","18010591187020080","3292108477627592784"
"https://www.instagram.com/thassoshru","kri***a00***","https://www.instagram.com/kritika0081","2025-03-19T06:29:27.000Z","first shirt from?",1,1,"[{""likes_number"":0,""reply"":""@kritika0081 thrifted🥹"",""reply_date"":""2025-03-19T12:59:16.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DHTGFZaJAI7/","tha***shr***","18000380390762022","3590240087102980667"
"https://www.instagram.com/thassoshru","_._***ter***5","https://www.instagram.com/_._winter__65","2025-03-14T09:47:07.000Z","Link",1,1,"[{""likes_number"":0,""reply"":""@_._winter__65 its on @mirragio.ro"",""reply_date"":""2025-03-18T22:25:42.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DHBDbUAptSy/","tha***shr***","18055356068124910","3585161849414800562"
"https://www.instagram.com/thassoshru","lma***hak***","https://www.instagram.com/lmaomehak","2025-03-12T04:52:32.000Z","tara yummy is that you?",2,3,"[{""likes_number"":1,""reply"":""@lmaomehak I get that a lot😭😭😭"",""reply_date"":""2025-03-18T21:56:47.000Z"",""reply_user"":""tha***shr***""},{""likes_number"":0,""reply"":""@thassoshru you’re gorgeous 😭"",""reply_date"":""2025-03-20T14:40:55.000Z"",""reply_user"":""lma***hak***""},{""likes_number"":0,""reply"":""@lmaomehak us🥹🫵🏻💋"",""reply_date"":""2025-03-20T14:50:38.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DG0zyKFh5ry/","tha***shr***","17926328562033162","3581715350842481394"
"https://www.instagram.com/thassoshru","shr***a","https://www.instagram.com/shreyxa","2025-01-10T07:25:03.000Z","I just address my icks and if the man is understanding enough he gets it or he is out😙",1,1,"[{""likes_number"":0,""reply"":""@shreyxa ME WHEN😋"",""reply_date"":""2025-01-11T09:53:38.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DEmtUDBSlhK/","tha***shr***","18087824086547986","3541717446698883146"
"https://www.instagram.com/artybuzz","bru***.ed***s","https://www.instagram.com/brutal.editss","2024-11-18T07:41:26.000Z","MY AUDIO?!? HSKSKSN 😭🪷💞🎀",1,1,"[{""likes_number"":0,""reply"":""@brutal.editss hehe❤️❤️❤️"",""reply_date"":""2024-11-18T07:57:21.000Z"",""reply_user"":""art***zz""}]",,,"https://www.instagram.com/thassoshru/reel/DB9G3BFSuxw/","art***zz","18081628726555378","3493979054922198128"
"https://www.instagram.com/thassoshru","anu***a_b***an","https://www.instagram.com/anushka_balyan","2024-11-14T16:17:25.000Z","The saree fit is everything",1,1,"[{""likes_number"":1,""reply"":""@anushka_balyan thanks queen"",""reply_date"":""2024-11-15T13:12:50.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/p/DCWwpfEyKQK/","tha***shr***","18302679244206162","3501199717424473098"
"https://www.instagram.com/krishangi_borah","ras***har***_","https://www.instagram.com/rashisharrma_","2024-01-31T03:35:24.000Z","thank you ❤️💕💞💓💖❤️‍🔥🤍",1,1,"[{""likes_number"":0,""reply"":""@rashisharrma_ 🤢"",""reply_date"":""2024-01-31T03:35:41.000Z"",""reply_user"":""kri***ngi***rah***""}]",,,"https://www.instagram.com/krishangi_borah/p/C2v6zfTC3BQ/","kri***ngi***rah***","18001593986376402","3292108477627592784"
"https://www.instagram.com/thassoshru","mri***jay***dol***","https://www.instagram.com/mritunjay_badola7","2025-02-12T15:18:51.000Z","Free em baby, let it shine 😸",1,1,"[{""likes_number"":0,""reply"":""@mritunjay_badola7 DONE BIG MAN"",""reply_date"":""2025-02-12T17:18:27.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/p/DFz3MCLp-pG/","tha***shr***","17874937164180661","3563434449715063366"
"https://www.instagram.com/thassoshru","din***ams***","https://www.instagram.com/dinuspams","2024-12-28T18:00:23.000Z","We got potty pose comeback before 2025",1,2,"[{""likes_number"":1,""reply"":""@dinuspams 😭😭😭🤣🤣🤣🤣🤣I SO SAW THIS COMING"",""reply_date"":""2024-12-28T18:16:51.000Z"",""reply_user"":""tha***shr***""},{""likes_number"":0,""reply"":""@thassoshru real one💪🏻"",""reply_date"":""2024-12-28T18:20:01.000Z"",""reply_user"":""din***ams***""}]",,,"https://www.instagram.com/thassoshru/p/DEH4_wWpgCE/","tha***shr***","18476221792043145","3533043104546685060"
"https://www.instagram.com/thassoshru","con***twi***avi******","https://www.instagram.com/connectwithraviroyal","2025-01-06T17:27:15.000Z","Mere wala DING DONG DING DONG DING DONG karta hai 🙂",2,1,"[{""likes_number"":0,""reply"":""@connectwithraviroyal 😭🤣🤣🤣🤣🤣🤣🤣YAR"",""reply_date"":""2025-01-07T08:28:28.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/reel/DEfALTeJt9x/","tha***shr***","18385549675129771","3539548608957702001"
"https://www.instagram.com/thassoshru","aad***a.j***i","https://www.instagram.com/aadrika.joshi","2025-03-18T08:50:09.000Z","my girl could make rags look like couture🤌",2,2,"[{""likes_number"":1,""reply"":""@aadrika.joshi i miss🥹🫵🏻🫵🏻🫵🏻"",""reply_date"":""2025-03-19T12:58:59.000Z"",""reply_user"":""tha***shr***""},{""likes_number"":0,""reply"":""@thassoshru me moreee"",""reply_date"":""2025-03-20T21:37:30.000Z"",""reply_user"":""aad***a.j***i""}]",,,"https://www.instagram.com/thassoshru/reel/DHTGFZaJAI7/","tha***shr***","18053701190275575","3590240087102980667"
"https://www.instagram.com/thassoshru","inc***avt***","https://www.instagram.com/incognavto","2025-02-14T09:17:27.000Z","The short are cute but i need to see u without them 🫦",2,2,"[{""likes_number"":0,""reply"":""@incognavto ikr"",""reply_date"":""2025-02-16T18:14:12.000Z"",""reply_user"":""sto***min***lis***""},{""likes_number"":0,""reply"":""@incognavto you're from LGBTQ 😂"",""reply_date"":""2025-03-05T19:26:22.000Z"",""reply_user"":""roh***ris***cho*********""}]",,,"https://www.instagram.com/thassoshru/reel/DGBAS3cp0Qk/","tha***shr***","18036269744528396","3567133676341249060"
"https://www.instagram.com/thassoshru","saa***par***","https://www.instagram.com/saaravparekh","2025-03-07T14:55:51.000Z","need charger",1,2,"[{""likes_number"":1,""reply"":""@saaravparekh give ur charger"",""reply_date"":""2025-03-07T15:06:43.000Z"",""reply_user"":""tha***shr***""},{""likes_number"":0,""reply"":""@thassoshru 🪫🏃‍♂️🔋"",""reply_date"":""2025-03-07T15:09:23.000Z"",""reply_user"":""saa***par***""}]",,,"https://www.instagram.com/thassoshru/p/DG5VVuCJKtc/","tha***shr***","18061782326487486","3582988830063766364"
"https://www.instagram.com/thassoshru","ayu***_dh***ana***","https://www.instagram.com/ayushi_dhasmana_","2024-12-28T20:36:12.000Z","ATE",1,1,"[{""likes_number"":0,""reply"":""@ayushi_dhasmana_ babygirl<3"",""reply_date"":""2024-12-30T18:27:32.000Z"",""reply_user"":""tha***shr***""}]",,,"https://www.instagram.com/thassoshru/p/DEH4_wWpgCE/","tha***shr***","18036960839459192","3533043104546685060"
"https://www.instagram.com/krishangi_borah","ved***bs.***udh******","https://www.instagram.com/vedantbs.chaudhary","2023-08-25T08:54:40.000Z","Chale ?🫨",1,1,"[{""likes_number"":0,""reply"":""@vedantbs.chaudhary me also"",""reply_date"":""2023-08-25T09:05:01.000Z"",""reply_user"":""neh***rah***""}]",,,"https://www.instagram.com/krishangi_borah/p/CwW4uR9txVo/","kri***ngi***rah***","18104603440334261","3176976058146035048"
"https://www.instagram.com/krishangi_borah","lub***ax","https://www.instagram.com/lubainax","2021-09-06T06:27:28.000Z","😍😍😍",1,1,"[{""likes_number"":0,""reply"":""@lubainax 🥰😘😘"",""reply_date"":""2021-09-07T03:09:58.000Z"",""reply_user"":""kri***ngi***rah***""}]",,,"https://www.instagram.com/krishangi_borah/p/CTcMEGoP53I/","kri***ngi***rah***","17983419109396195","2656050938795498952"
"https://www.instagram.com/krishangi_borah","bha***kab***dwa***","https://www.instagram.com/bhadrikabhardwaj","2021-09-05T16:08:34.000Z","the gods really did take their time with you 👸",1,1,"[{""likes_number"":1,""reply"":""@bhadrikabhardwaj bestiee 🥺👉🏿👈🏿💖💘💕🦋💗🦋💕💘💖"",""reply_date"":""2021-09-05T17:29:43.000Z"",""reply_user"":""kri***ngi***rah***""}]",,,"https://www.instagram.com/krishangi_borah/p/CTcMEGoP53I/","kri***ngi***rah***","17859754085613853","2656050938795498952"
"https://www.instagram.com/krishangi_borah","ras***har***_","https://www.instagram.com/rashisharrma_","2020-12-20T06:14:33.000Z","stunner 😍😍😍😍",2,1,"[{""likes_number"":0,""reply"":""@rashieeee_ 1 week!!!"",""reply_date"":""2020-12-20T19:25:04.000Z"",""reply_user"":""kri***ngi***rah***""}]",,,"https://www.instagram.com/krishangi_borah/p/CI-g7oCDOOr/","kri***ngi***rah***","17899727839643861","2467554480767165355"
"https://www.instagram.com/t.apurbaa_","tri***ha.***","https://www.instagram.com/trilekha.01","2024-10-19T04:05:02.000Z","Kaha chaliii chameli 😍",1,2,"[{""likes_number"":1,""reply"":""@trilekha._.grg01 tumhari sapno ki rani banne 🥸😘"",""reply_date"":""2024-10-19T04:17:14.000Z"",""reply_user"":""t.a***baa***""},{""likes_number"":0,""reply"":""@t.apurbaa_ 😂"",""reply_date"":""2024-10-19T05:26:41.000Z"",""reply_user"":""tri***ha.***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DBSmzOOInOY/","t.a***baa***","17858225835224371","3482016107641074584"
"https://www.instagram.com/t.apurbaa_","_th***ubb***ss_***","https://www.instagram.com/_thechubbymess_","2024-11-30T13:25:30.000Z","BEAUT😍❤️",1,1,"[{""likes_number"":0,""reply"":""@_thechubbymess_ 💝"",""reply_date"":""2024-12-01T03:17:20.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DC_w1TFpokp/","t.a***baa***","18067248235672363","3512741003232971049"
"https://www.instagram.com/t.apurbaa_","yan***m__***","https://www.instagram.com/yangzom__11","2024-10-14T02:37:07.000Z","Pretty pretty ❤️‍🔥❤️‍🔥❤️‍🔥",1,1,"[{""likes_number"":1,""reply"":""@yangzom__11 🤭🎀"",""reply_date"":""2024-10-14T03:39:09.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DBEu0gCzSFH/","t.a***baa***","18372689257110989","3478110730195902791"
"https://www.instagram.com/t.apurbaa_","xox***shy***","https://www.instagram.com/xoxo.ashyung","2024-10-12T17:50:59.000Z","Allyyyy🤩🫶🏻",1,1,"[{""likes_number"":0,""reply"":""@xoxo.ashyung 🤭💐"",""reply_date"":""2024-10-13T03:15:34.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DBCDUMrTBK6/","t.a***baa***","18029297690357681","3477356444423819962"
"https://www.instagram.com/t.apurbaa_","cig***glx***","https://www.instagram.com/cigar.glx_","2024-10-12T17:23:57.000Z","Tumhare sundarta ko kya du? tum Apsara ho ya Sapno ki wo rani  jisey chaand bhi khud ko  kaam samjhe? ki tum un Sitaro seh ek ho Jo sabse jyadda chamak tah hai, kya naam du Tumhare khubsurti ko? Kaise bayaan karu ki tum hi ho jiskey yaad Mai mein muskurati hu. Itni sundar ho tum ki sab  jalke bhi tumhara hi tareef karey.. tumhare sundarta ko Apsara na bolke kya boley? ❤️",1,1,"[{""likes_number"":0,""reply"":""@cigar.glx_ vagwaaannnnn😭😭😭"",""reply_date"":""2024-10-12T17:33:32.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DBCDUMrTBK6/","t.a***baa***","17861418681253938","3477356444423819962"
"https://www.instagram.com/t.apurbaa_","cig***glx***","https://www.instagram.com/cigar.glx_","2024-10-16T17:34:49.000Z","💋💋💋",1,1,"[{""likes_number"":0,""reply"":""@cigar.glx_ 🌟❤‍🩹"",""reply_date"":""2024-10-16T17:47:12.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DBMX4VDMxqM/","t.a***baa***","18142531942353476","3480261638013262476"
"https://www.instagram.com/t.apurbaa_","kel***g__***05","https://www.instagram.com/kelsang__mm_05","2024-09-16T20:27:27.000Z","💐",1,1,"[{""likes_number"":0,""reply"":""@dumzan_07_02 🎀"",""reply_date"":""2024-09-17T05:12:16.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/reel/C_-zRN0STJ6/","t.a***baa***","18077288677540483","3458427047306146426"
"https://www.instagram.com/t.apurbaa_","xox***shy***","https://www.instagram.com/xoxo.ashyung","2024-10-10T15:19:14.000Z","😱❤️",1,1,"[{""likes_number"":0,""reply"":""@xoxo.ashyung 😋💐"",""reply_date"":""2024-10-10T15:20:40.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DA8pstlJNFz/","t.a***baa***","18020708948527519","3475836404928663923"
"https://www.instagram.com/t.apurbaa_","bow***thu***._","https://www.instagram.com/bowlofthukpa._","2024-11-03T07:11:15.000Z","🩷🎀",1,1,"[{""likes_number"":1,""reply"":""@r4ziiinred._ 🌟❤‍🩹"",""reply_date"":""2024-11-03T09:41:24.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DB5eniHJPD1/","t.a***baa***","17955421499732590","3492957644084539637"
"https://www.instagram.com/t.apurbaa_","tri***ha.***","https://www.instagram.com/trilekha.01","2024-08-17T16:19:31.000Z","😋yum🤤",1,3,"[{""likes_number"":1,""reply"":""@trilekha._.grg01 what's so yumm lekhaa 😉"",""reply_date"":""2024-08-18T01:49:34.000Z"",""reply_user"":""t.a***baa***""},{""likes_number"":1,""reply"":""@t.apurbaa_ you 😍"",""reply_date"":""2024-08-18T01:57:25.000Z"",""reply_user"":""tri***ha.***""},{""likes_number"":1,""reply"":""@trilekha._.grg01 🤭"",""reply_date"":""2024-08-18T02:17:48.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/C-xlzpWS6zL/","t.a***baa***","17915990825967596","3436694267472096459"
"https://www.instagram.com/t.apurbaa_","yan***m__***","https://www.instagram.com/yangzom__11","2024-11-24T06:00:22.000Z","Pretty ❤️",1,1,"[{""likes_number"":1,""reply"":""@yangzom__11 🎀❤‍🩹"",""reply_date"":""2024-11-25T08:31:01.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DCuLmlxT2MZ/","t.a***baa***","18274393558216738","3507792190175666969"
"https://www.instagram.com/t.apurbaa_","cig***glx***","https://www.instagram.com/cigar.glx_","2024-11-24T02:38:37.000Z","😍😍😍",1,1,"[{""likes_number"":0,""reply"":""@cigar.glx_ 😋"",""reply_date"":""2024-11-24T03:08:17.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DCuLmlxT2MZ/","t.a***baa***","18121160437400066","3507792190175666969"
"https://www.instagram.com/t.apurbaa_","sno***fac***","https://www.instagram.com/snork_face_","2024-11-23T17:06:44.000Z","✨️",1,1,"[{""likes_number"":1,""reply"":""@snork_face_ 🙌"",""reply_date"":""2024-11-23T17:10:12.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/DCuLmlxT2MZ/","t.a***baa***","18041102936273594","3507792190175666969"
"https://www.instagram.com/t.apurbaa_","zer***qvi***5","https://www.instagram.com/zerogrqvity65","2024-06-16T06:21:58.000Z","khubsurat🌸",1,1,"[{""likes_number"":0,""reply"":""@zerogrqvity65 😋❤‍🩹"",""reply_date"":""2024-06-16T06:56:45.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/C8RAvqLJtrL/","t.a***baa***","18014509016519848","3391495269486353099"
"https://www.instagram.com/t.apurbaa_","jee***yzz***","https://www.instagram.com/jee_yyyzzz","2024-06-16T06:09:21.000Z","❤️❤️pwettyyy",1,1,"[{""likes_number"":0,""reply"":""@jeez_.uwu 🤭💗"",""reply_date"":""2024-06-16T06:11:56.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/C8RAvqLJtrL/","t.a***baa***","18063030175564642","3391495269486353099"
"https://www.instagram.com/t.apurbaa_","_lu***ree***","https://www.instagram.com/_luvuhree_","2024-06-16T06:05:57.000Z","❤️😍",2,1,"[{""likes_number"":0,""reply"":""@yk_aneeshaa_ 🤭❤‍🩹"",""reply_date"":""2024-06-16T06:07:13.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/C8RAvqLJtrL/","t.a***baa***","18053448466648858","3391495269486353099"
"https://www.instagram.com/t.apurbaa_","_lu***ree***","https://www.instagram.com/_luvuhree_","2024-04-23T14:32:34.000Z","Prettiest 💘❤️",1,1,"[{""likes_number"":0,""reply"":""@_th3pwetties_s says the prettiest ❤‍🩹🎀"",""reply_date"":""2024-04-23T16:53:00.000Z"",""reply_user"":""t.a***baa***""}]",,,"https://www.instagram.com/t.apurbaa_/p/C6GzohcJy3x/","t.a***baa***","18260115379212488","3352594057680858609"
"https://www.instagram.com/reema.jais","san***a_j***wal***","https://www.instagram.com/sandhya_jaiswal19","2025-03-19T18:42:54.000Z","Nice",1,1,"[{""likes_number"":0,""reply"":""@sandhya_jaiswal19 🎀💕"",""reply_date"":""2025-03-20T15:10:40.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DHYVFD5J57Q/","ree***jai***","17914466561980555","3591713409582210768"
"https://www.instagram.com/reema.jais","ras***_ra***1","https://www.instagram.com/rashmi_rai301","2025-03-20T16:40:27.000Z","😍❤️",2,1,"[{""likes_number"":1,""reply"":""@rashmi_rai301 🤭"",""reply_date"":""2025-03-21T14:21:47.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DHbO2CUz5u2/","ree***jai***","18385041496118618","3592530413757635510"
"https://www.instagram.com/reema.jais","pri***327***","https://www.instagram.com/priti3327y","2025-03-14T16:54:10.000Z","Happy Holi ❤️🩵🩷🧡💛",2,1,"[{""likes_number"":1,""reply"":""@priti3327y happy holi💕"",""reply_date"":""2025-03-14T17:08:51.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DHL8WdBp7oF/","ree***jai***","18056712362112833","3588226953916168709"
"https://www.instagram.com/reema.jais","ast***aa","https://www.instagram.com/asttthaa","2025-03-12T12:21:27.000Z","❤️❤️",1,1,"[{""likes_number"":1,""reply"":""@asttthaa 💕"",""reply_date"":""2025-03-14T17:09:08.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DHGS7lQt7p5/","ree***jai***","18058910825042304","3586637412542429817"
"https://www.instagram.com/reema.jais","ras***_ra***1","https://www.instagram.com/rashmi_rai301","2024-12-10T06:07:41.000Z","😍❤️",1,1,"[{""likes_number"":0,""reply"":""@rashmi_rai301 ☺️❤️"",""reply_date"":""2024-12-10T13:31:37.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/DDXIpViTMa3/","ree***jai***","17852241498348136","3519319658808002231"
"https://www.instagram.com/reema.jais","ast***aa","https://www.instagram.com/asttthaa","2024-12-09T15:16:17.000Z","😍😍",1,1,"[{""likes_number"":1,""reply"":""@asttthaa ☺️❤️"",""reply_date"":""2024-12-10T13:31:20.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/DDXIpViTMa3/","ree***jai***","17947115810913298","3519319658808002231"
"https://www.instagram.com/reema.jais","_pr***al_***_y","https://www.instagram.com/_pranjal_s___y","2025-02-06T17:06:03.000Z","Wow ❤️✨",1,1,"[{""likes_number"":0,""reply"":""@_pranjal_s___y ❤️"",""reply_date"":""2025-02-19T19:02:39.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DFvGbsRtIQD/","ree***jai***","18085614094604928","3562094121519973379"
"https://www.instagram.com/reema.jais","ras***_ra***1","https://www.instagram.com/rashmi_rai301","2025-02-06T15:42:50.000Z","😍😍",1,1,"[{""likes_number"":0,""reply"":""@rashmi_rai301 ❤️"",""reply_date"":""2025-02-19T19:02:27.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/DFvGbsRtIQD/","ree***jai***","18067594576856411","3562094121519973379"
"https://www.instagram.com/reema.jais","kad***ini***uta***","https://www.instagram.com/kadambini_gautam","2024-08-09T13:56:51.000Z","Link",1,1,"[{""likes_number"":0,""reply"":""@kadambini_gautam hey , check story highlights 🫶🏻"",""reply_date"":""2024-08-09T14:50:30.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/C8mbl2YvXcq/","ree***jai***","17871970506150089","3397524317171185450"
"https://www.instagram.com/reema.jais","_da***taa***","https://www.instagram.com/_daivataa","2024-08-05T13:32:32.000Z","Dress link",1,2,"[{""likes_number"":1,""reply"":""@_daivataa checkout story❤️"",""reply_date"":""2024-08-05T13:45:21.000Z"",""reply_user"":""ree***jai***""},{""likes_number"":0,""reply"":""@_daivataa checkout story❤️"",""reply_date"":""2024-08-05T13:45:21.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/C8mbl2YvXcq/","ree***jai***","18324425386182103","3397524317171185450"
"https://www.instagram.com/reema.jais","jas***ain***ffi******","https://www.instagram.com/jass.raina_official","2024-06-26T16:56:40.000Z","🔥🔥",1,1,"[{""likes_number"":1,""reply"":""@jass.raina_official ☺️☺️"",""reply_date"":""2024-06-27T11:40:02.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/C8rqzVmJ5YS/","ree***jai***","18017554823363362","3398998589616657938"
"https://www.instagram.com/reema.jais","sj_***eov***mua***","https://www.instagram.com/sj_makeover_mua","2024-05-06T07:39:11.000Z","Yrrr awesome ❤️❤️😘😘😘😘😘😘💝💝💝",1,1,"[{""likes_number"":0,""reply"":""@sanj28._trisha09_2022 🩷😚"",""reply_date"":""2024-05-20T14:44:01.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/C6lHMcZt3IB/","ree***jai***","18024432722318669","3361124338357465601"
"https://www.instagram.com/reema.jais","ras***_ra***1","https://www.instagram.com/rashmi_rai301","2024-05-05T09:09:59.000Z","😍😍",1,1,"[{""likes_number"":0,""reply"":""@rashmi_rai301 🩷☺️"",""reply_date"":""2024-05-20T14:43:54.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/C6lHMcZt3IB/","ree***jai***","18034691170916287","3361124338357465601"
"https://www.instagram.com/reema.jais","pra***wal***swa***","https://www.instagram.com/prajjawaljaiswal","2022-11-23T05:39:03.000Z","Bhanja aur bhanji❤️",2,1,"[{""likes_number"":0,""reply"":""@prajjawaljaiswal 🥰💕💕"",""reply_date"":""2022-11-24T11:39:27.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/ClReDjphLmb/","ree***jai***","18325064758065226","2977293014499899803"
"https://www.instagram.com/reema.jais","_ab***ash***9_","https://www.instagram.com/_abhilasha.29_","2023-06-22T18:16:00.000Z","😍❤️❤️",1,1,"[{""likes_number"":1,""reply"":""@_abhilasha.29_ 💞💞"",""reply_date"":""2023-06-23T18:02:17.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/CtzQdKipPG2/","ree***jai***","17987450810291036","3130918538880283062"
"https://www.instagram.com/reema.jais","ast***aa","https://www.instagram.com/asttthaa","2023-06-22T18:03:36.000Z","Happy birthday reema darling😚",1,1,"[{""likes_number"":1,""reply"":""@asttthaa thankes🤭💞"",""reply_date"":""2023-06-23T18:02:33.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/reel/CtzQdKipPG2/","ree***jai***","17997763405824876","3130918538880283062"
"https://www.instagram.com/reema.jais","ras***_ra***1","https://www.instagram.com/rashmi_rai301","2020-06-07T17:24:51.000Z","Lovely",1,1,"[{""likes_number"":1,""reply"":""@rashmi_rai301 thanku masi😘💕💕"",""reply_date"":""2020-06-08T01:41:37.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/CBAbB82JK_u/","ree***jai***","18026005501300752","2323976289031335918"
"https://www.instagram.com/reema.jais","nam***a2_***","https://www.instagram.com/namrata2_","2019-10-16T20:12:06.000Z","Stunning 😍🔥",2,1,"[{""likes_number"":1,""reply"":""@namrata2_ ty😄💕"",""reply_date"":""2019-10-17T00:16:26.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/B3r72gynUSW/","ree***jai***","18107982703032175","2156080077431719062"
"https://www.instagram.com/reema.jais","mda***yab***","https://www.instagram.com/mdalnayab","2020-01-29T16:03:13.000Z","Innocent 😍🔥",1,1,"[{""likes_number"":0,""reply"":""@mdalnayab ty😅💕"",""reply_date"":""2020-01-29T16:05:03.000Z"",""reply_user"":""ree***jai***""}]",,,"https://www.instagram.com/reema.jais/p/B75xgpmJxlM/","ree***jai***","18037755361243109","2232032838304602444"
